Day,Len,State,EV,Dem,GOP,Ind,Date,,,,,,,,Pollster
261.5,4,Michigan,17,48,46,,Sep 19,,,,,,,,ARG-4
261.5,8,Michigan,17,48,44,,Sep 21,,,,,,,,Quinnipiac U.-8
261.0,5,Michigan,17,43,46,,Sep 19,,,,,,,,Marketing Resource Grp.-5
260.5,2,Michigan,17,52,43,,Sep 17,,,,,,,,Marist Coll.-2
259.5,4,Michigan,17,43,42,,Sep 17,,,,,,,,EPIC-MRA-4
259.5,4,Michigan,17,48,44,,Sep 17,,,,,,,,U. of Wisconsin-4
254.0,1,Michigan,17,51,46,,Sep 10,,,,,,,,Rasmussen-1
253.5,2,Michigan,17,44,45,,Sep 10,,,,,,,,Insider Advantage-2
252.0,3,Michigan,17,49,45,,Sep 09,,,,,,,,Opinion Research-3
232.5,4,Michigan,17,43,41,,Aug 21,,,,,,,,EPIC-MRA-4
231.5,4,Michigan,17,46,39,,Aug 20,,,,,,,,Selzer-4
220.0,1,Michigan,17,47,40,,Aug 07,,,,,,,,Rasmussen-1
200.0,9,Michigan,17,46,42,,Jul 22,,,,,,,,Quinnipiac U.-9
196.5,4,Michigan,17,43,41,,Jul 16,,,,,,,,EPIC-MRA-4
192.0,1,Michigan,17,50,42,,Jul 10,,,,,,,,Rasmussen-1
172.5,8,Michigan,17,48,42,,Jun 24,,,,,,,,Quinnipiac U.-8
161.0,1,Michigan,17,45,42,,Jun 09,,,,,,,,Rasmussen-1
148.5,2,Michigan,17,37,41,,May 28,,,,,,,,SurveyUSA-2
141.5,4,Michigan,17,40,44,,May 22,,,,,,,,EPIC-MRA-4
129.0,1,Michigan,17,44,45,,May 08,,,,,,,,Rasmussen-1
128.0,1,Michigan,17,44,45,,May 07,,,,,,,,Rasmussen-1
 96.5,6,Michigan,17,43,41,,Apr 08,,,,,,,,EPIC-MRA-6
 85.0,1,Michigan,17,42,43,,Mar 25,,,,,,,,Rasmussen-1
 70.0,1,Michigan,17,41,44,,Mar 10,,,,,,,,Rasmussen-1
 58.0,3,Michigan,17,46,45,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Michigan,17,51,48,,Jan 01,,,,,,,,Election 2004-1
275.0,3,Minnesota,10,55,37,,Oct 02,,,,,,,,Princeton Survey-3
274.5,2,Minnesota,10,46,47,,Oct 01,,,,,,,,SurveyUSA-2
273.0,3,Minnesota,10,54,43,,Sep 30,,,,,,,,Opinion Research-3
263.0,3,Minnesota,10,48,47,,Sep 20,,,,,,,,ARG-3
262.0,1,Minnesota,10,52,44,,Sep 18,,,,,,,,Rasmussen-1
261.5,8,Minnesota,10,47,45,,Sep 21,,,,,,,,Quinnipiac U.-8
259.5,4,Minnesota,10,47,45,,Sep 17,,,,,,,,U. of Wisconsin-4
255.0,3,Minnesota,10,45,45,,Sep 12,,,,,,,,Princeton Survey-3
254.5,2,Minnesota,10,49,47,,Sep 11,,,,,,,,SurveyUSA-2
245.0,3,Minnesota,10,53,41,,Sep 02,,,,,,,,Opinion Research-3
226.5,2,Minnesota,10,47,45,,Aug 14,,,,,,,,SurveyUSA-2
226.0,1,Minnesota,10,46,42,,Aug 13,,,,,,,,Rasmussen-1
225.0,11,Minnesota,10,48,38,,Aug 17,,,,,,,,U. of Minnesota-11
204.0,1,Minnesota,10,49,37,,Jul 22,,,,,,,,Rasmussen-1
200.0,9,Minnesota,10,46,44,,Jul 22,,,,,,,,Quinnipiac U.-9
192.0,1,Minnesota,10,52,34,,Jul 10,,,,,,,,Rasmussen-1
172.5,8,Minnesota,10,54,37,,Jun 24,,,,,,,,Quinnipiac U.-8
166.5,4,Minnesota,10,47,46,,Jun 16,,,,,,,,SurveyUSA-4
163.0,1,Minnesota,10,52,39,,Jun 11,,,,,,,,Rasmussen-1
143.0,1,Minnesota,10,53,38,,May 22,,,,,,,,Rasmussen-1
138.0,3,Minnesota,10,47,42,,May 18,,,,,,,,SurveyUSA-3
134.5,4,Minnesota,10,51,38,,May 15,,,,,,,,Star Tribune-4
113.0,1,Minnesota,10,52,38,,Apr 22,,,,,,,,Rasmussen-1
103.0,3,Minnesota,10,49,43,,Apr 13,,,,,,,,SurveyUSA-3
 79.0,1,Minnesota,10,47,43,,Mar 19,,,,,,,,Rasmussen-1
 75.0,3,Minnesota,10,46,47,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Minnesota,10,49,42,,Feb 28,,,,,,,,SurveyUSA-3
 47.0,1,Minnesota,10,53,38,,Feb 16,,,,,,,,Rasmussen-1
 47.0,3,Minnesota,10,55,40,,Feb 17,,,,,,,,SurveyUSA-3
  1.0,1,Minnesota,10,51,48,,Jan 01,,,,,,,,Election 2004-1
274.0,1,Mississippi,6,44,52,,Sep 30,,,,,,,,Rasmussen-1
258.5,4,Mississippi,6,39,55,,Sep 16,,,,,,,,ARG-4
253.0,3,Mississippi,6,39,52,,Sep 10,,,,,,,,Research 2000-3
234.0,1,Mississippi,6,41,54,,Aug 21,,,,,,,,Rasmussen-1
210.0,1,Mississippi,6,41,52,,Jul 28,,,,,,,,Rasmussen-1
204.0,3,Mississippi,6,42,51,,Jul 23,,,,,,,,Research 2000-3
176.0,1,Mississippi,6,44,50,,Jun 24,,,,,,,,Rasmussen-1
148.0,1,Mississippi,6,44,50,,May 27,,,,,,,,Rasmussen-1
141.0,3,Mississippi,6,39,54,,May 21,,,,,,,,Research 2000-3
 58.0,3,Mississippi,6,41,54,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Mississippi,6,40,60,,Jan 01,,,,,,,,Election 2004-1
279.0,1,Missouri,11,50,47,,Oct 05,,,,,,,,Rasmussen-1
273.0,3,Missouri,11,49,48,,Sep 30,,,,,,,,Opinion Research-3
267.5,2,Missouri,11,46,48,,Sep 24,,,,,,,,SurveyUSA-2
267.0,3,Missouri,11,46,47,,Sep 24,,,,,,,,Research 2000-3
260.5,4,Missouri,11,45,49,,Sep 18,,,,,,,,Research 2000-4
257.0,5,Missouri,11,45,50,,Sep 15,,,,,,,,ARG-5
255.0,1,Missouri,11,46,51,,Sep 11,,,,,,,,Rasmussen-1
252.0,3,Missouri,11,45,50,,Sep 09,,,,,,,,Opinion Research-3
220.0,1,Missouri,11,41,48,,Aug 07,,,,,,,,Rasmussen-1
212.0,3,Missouri,11,44,49,,Jul 31,,,,,,,,SurveyUSA-3
190.5,4,Missouri,11,48,43,,Jul 10,,,,,,,,Research 2000-4
189.0,1,Missouri,11,42,47,,Jul 07,,,,,,,,Rasmussen-1
173.0,3,Missouri,11,43,50,,Jun 22,,,,,,,,SurveyUSA-3
155.0,1,Missouri,11,43,42,,Jun 03,,,,,,,,Rasmussen-1
138.0,3,Missouri,11,45,43,,May 18,,,,,,,,SurveyUSA-3
127.0,1,Missouri,11,41,47,,May 06,,,,,,,,Rasmussen-1
103.0,3,Missouri,11,42,50,,Apr 13,,,,,,,,SurveyUSA-3
 84.0,1,Missouri,11,38,53,,Mar 24,,,,,,,,Rasmussen-1
 75.0,3,Missouri,11,39,53,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,Missouri,11,42,48,,Feb 28,,,,,,,,SurveyUSA-3
 47.0,3,Missouri,11,49,43,,Feb 17,,,,,,,,SurveyUSA-3
 43.0,1,Missouri,11,40,42,,Feb 12,,,,,,,,Rasmussen-1
  1.0,1,Missouri,11,46,53,,Jan 01,,,,,,,,Election 2004-1
275.0,1,Montana,3,44,52,,Oct 01,,,,,,,,Rasmussen-1
267.0,3,Montana,3,39,52,,Sep 24,,,,,,,,Research 2000-3
266.0,3,Montana,3,43,54,,Sep 23,,,,,,,,Opinion Research-3
252.0,1,Montana,3,42,53,,Sep 08,,,,,,,,Rasmussen-1
252.0,3,Montana,3,47,49,,Sep 09,,,,,,,,ARG-3
211.0,1,Montana,3,44,45,,Jul 29,,,,,,,,Rasmussen-1
183.0,1,Montana,3,48,43,,Jul 01,,,,,,,,Rasmussen-1
141.0,3,Montana,3,39,47,,May 21,,,,,,,,Mason-Dixon-3
 97.0,1,Montana,3,43,48,,Apr 06,,,,,,,,Rasmussen-1
 58.0,3,Montana,3,39,47,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Montana,3,39,59,,Jan 01,,,,,,,,Election 2004-1
274.0,1,Nebraska,5,37,56,,Sep 30,,,,,,,,Rasmussen-1
258.5,6,Nebraska,5,34,60,,Sep 17,,,,,,,,ARG-6
210.0,1,Nebraska,5,32,50,,Jul 28,,,,,,,,Rasmussen-1
175.0,1,Nebraska,5,36,52,,Jun 23,,,,,,,,Rasmussen-1
141.0,3,Nebraska,5,29,57,,May 21,,,,,,,,Research 2000-3
138.0,3,Nebraska,5,40,49,,May 18,,,,,,,,SurveyUSA-3
136.0,1,Nebraska,5,39,50,,May 15,,,,,,,,Rasmussen-1
 58.0,3,Nebraska,5,42,45,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Nebraska,5,32,67,,Jan 01,,,,,,,,Election 2004-1
276.0,1,Nevada,5,51,47,,Oct 02,,,,,,,,Rasmussen-1
274.0,1,Nevada,5,48,47,,Sep 30,,,,,,,,Insider Advantage-1
273.0,3,Nevada,5,51,47,,Sep 30,,,,,,,,Opinion Research-3
272.0,3,Nevada,5,47,49,,Sep 29,,,,,,,,ARG-3
263.0,5,Nevada,5,45,46,,Sep 21,,,,,,,,Suffolk U.-5
257.0,3,Nevada,5,46,49,,Sep 14,,,,,,,,ARG-3
255.0,1,Nevada,5,46,49,,Sep 11,,,,,,,,Rasmussen-1
253.5,2,Nevada,5,45,46,,Sep 10,,,,,,,,Insider Advantage-2
238.0,3,Nevada,5,49,44,,Aug 26,,,,,,,,Opinion Research-3
232.0,3,Nevada,5,44,43,,Aug 20,,,,,,,,Research 2000-3
227.0,3,Nevada,5,39,46,,Aug 15,,,,,,,,Mason-Dixon-3
224.0,1,Nevada,5,42,45,,Aug 11,,,,,,,,Rasmussen-1
198.0,1,Nevada,5,42,40,,Jul 16,,,,,,,,Rasmussen-1
170.0,1,Nevada,5,42,45,,Jun 18,,,,,,,,Rasmussen-1
162.0,3,Nevada,5,42,44,,Jun 11,,,,,,,,Mason-Dixon-3
141.0,1,Nevada,5,40,46,,May 20,,,,,,,,Rasmussen-1
112.0,1,Nevada,5,43,48,,Apr 21,,,,,,,,Rasmussen-1
 79.0,1,Nevada,5,45,41,,Mar 19,,,,,,,,Rasmussen-1
 58.0,3,Nevada,5,46,41,,Feb 28,,,,,,,,SurveyUSA-3
 43.0,1,Nevada,5,50,38,,Feb 12,,,,,,,,Rasmussen-1
  1.0,1,Nevada,5,48,51,,Jan 01,,,,,,,,Election 2004-1
278.5,2,New Hampshire,4,53,40,,Oct 05,,,,,,,,SurveyUSA-2
275.0,1,New Hampshire,4,53,43,,Oct 01,,,,,,,,Rasmussen-1
271.5,6,New Hampshire,4,49,37,,Sep 30,,,,,,,,Saint Anselm Coll.-6
267.0,1,New Hampshire,4,47,49,,Sep 23,,,,,,,,Rasmussen-1
267.0,3,New Hampshire,4,48,44,,Sep 24,,,,,,,,Research 2000-3
266.0,5,New Hampshire,4,46,45,,Sep 24,,,,,,,,Suffolk U.-5
264.0,5,New Hampshire,4,44,43,,Sep 22,,,,,,,,FD-5
263.0,5,New Hampshire,4,51,45,,Sep 21,,,,,,,,Marist Coll.-5
261.5,8,New Hampshire,4,45,47,,Sep 21,,,,,,,,U. of New Hampshire-8
258.0,3,New Hampshire,4,45,48,,Sep 15,,,,,,,,ARG-3
252.0,3,New Hampshire,4,51,45,,Sep 09,,,,,,,,Opinion Research-3
232.0,1,New Hampshire,4,43,42,,Aug 19,,,,,,,,Rasmussen-1
232.0,3,New Hampshire,4,46,45,,Aug 20,,,,,,,,ARG-3
205.0,1,New Hampshire,4,47,41,,Jul 23,,,,,,,,Rasmussen-1
202.0,3,New Hampshire,4,47,45,,Jul 21,,,,,,,,ARG-3
197.5,10,New Hampshire,4,46,43,,Jul 20,,,,,,,,U. of New Hampshire-10
170.0,1,New Hampshire,4,50,39,,Jun 18,,,,,,,,Rasmussen-1
167.0,5,New Hampshire,4,51,39,,Jun 17,,,,,,,,ARG-5
142.0,1,New Hampshire,4,48,43,,May 21,,,,,,,,Rasmussen-1
121.0,1,New Hampshire,4,41,51,,Apr 30,,,,,,,,Rasmussen-1
121.0,5,New Hampshire,4,39,42,,May 02,,,,,,,,Dartmouth Coll.-5
118.5,6,New Hampshire,4,43,49,,Apr 30,,,,,,,,U. of New Hampshire-6
 76.0,1,New Hampshire,4,43,46,,Mar 16,,,,,,,,Rasmussen-1
 58.0,3,New Hampshire,4,46,44,,Feb 28,,,,,,,,SurveyUSA-3
 42.0,1,New Hampshire,4,49,36,,Feb 11,,,,,,,,Rasmussen-1
  1.0,1,New Hampshire,4,50,49,,Jan 01,,,,,,,,Election 2004-1
271.5,2,New Jersey,15,52,42,,Sep 28,,,,,,,,SurveyUSA-2
264.0,3,New Jersey,15,51,42,,Sep 21,,,,,,,,ARG-3
260.0,1,New Jersey,15,55,42,,Sep 16,,,,,,,,Rasmussen-1
256.5,4,New Jersey,15,49,41,,Sep 14,,,,,,,,Monmouth U.-4
256.0,5,New Jersey,15,48,45,,Sep 14,,,,,,,,Quinnipiac U.-5
254.0,3,New Jersey,15,50,41,,Sep 11,,,,,,,,Research 2000-3
250.5,4,New Jersey,15,48,45,,Sep 08,,,,,,,,Marist Coll.-4
249.5,4,New Jersey,15,47,41,,Sep 07,,,,,,,,Fairleigh Dickinson U.-4
220.0,7,New Jersey,15,51,41,,Aug 10,,,,,,,,Quinnipiac U.-7
217.0,1,New Jersey,15,48,40,,Aug 04,,,,,,,,Rasmussen-1
201.0,5,New Jersey,15,50,36,,Jul 21,,,,,,,,Monmouth U.-5
174.0,31,New Jersey,15,44,39,,Jul 07,,,,,,,,Rasmussen-31
172.0,7,New Jersey,15,49,33,,Jun 23,,,,,,,,Fairleigh Dickinson U.-7
158.5,4,New Jersey,15,45,39,,Jun 08,,,,,,,,Quinnipiac U.-4
156.0,1,New Jersey,15,48,39,,Jun 04,,,,,,,,Rasmussen-1
118.0,5,New Jersey,15,48,40,,Apr 29,,,,,,,,Research 2000-5
117.0,5,New Jersey,15,56,32,,Apr 28,,,,,,,,Monmouth U.-5
 87.0,1,New Jersey,15,45,46,,Mar 27,,,,,,,,Rasmussen-1
 87.0,7,New Jersey,15,47,42,,Mar 30,,,,,,,,Fairleigh Dickinson U.-7
 58.0,1,New Jersey,15,43,45,,Feb 27,,,,,,,,Rasmussen-1
 58.0,3,New Jersey,15,43,43,,Feb 28,,,,,,,,SurveyUSA-3
 52.0,7,New Jersey,15,43,38,,Feb 24,,,,,,,,Fairleigh Dickinson U.-7
 46.5,6,New Jersey,15,46,39,,Feb 18,,,,,,,,Quinnipiac U.-6
  1.0,1,New Jersey,15,53,47,,Jan 01,,,,,,,,Election 2004-1
275.0,1,New Mexico,5,49,44,,Oct 01,,,,,,,,Rasmussen-1
274.5,4,New Mexico,5,45,40,,Oct 02,,,,,,,,Research and Polling-4
273.5,2,New Mexico,5,52,44,,Sep 30,,,,,,,,SurveyUSA-2
259.0,3,New Mexico,5,51,44,,Sep 16,,,,,,,,ARG-3
259.0,3,New Mexico,5,52,44,,Sep 16,,,,,,,,SurveyUSA-3
257.0,5,New Mexico,5,49,42,,Sep 15,,,,,,,,FD-5
252.0,1,New Mexico,5,47,49,,Sep 08,,,,,,,,Rasmussen-1
238.0,3,New Mexico,5,53,40,,Aug 26,,,,,,,,Opinion Research-3
233.0,1,New Mexico,5,47,41,,Aug 20,,,,,,,,Rasmussen-1
227.0,3,New Mexico,5,41,45,,Aug 15,,,,,,,,Mason-Dixon-3
206.0,1,New Mexico,5,46,41,,Jul 24,,,,,,,,Rasmussen-1
170.0,1,New Mexico,5,47,39,,Jun 18,,,,,,,,Rasmussen-1
170.0,3,New Mexico,5,49,46,,Jun 19,,,,,,,,SurveyUSA-3
138.0,3,New Mexico,5,44,44,,May 18,,,,,,,,SurveyUSA-3
135.0,1,New Mexico,5,50,41,,May 14,,,,,,,,Rasmussen-1
103.0,3,New Mexico,5,44,50,,Apr 13,,,,,,,,SurveyUSA-3
 99.0,1,New Mexico,5,45,42,,Apr 08,,,,,,,,Rasmussen-1
 75.0,3,New Mexico,5,51,45,,Mar 16,,,,,,,,SurveyUSA-3
 58.0,3,New Mexico,5,50,43,,Feb 28,,,,,,,,SurveyUSA-3
 48.5,2,New Mexico,5,44,44,,Feb 18,,,,,,,,Rasmussen-2
 47.0,3,New Mexico,5,55,40,,Feb 17,,,,,,,,SurveyUSA-3
 20.5,2,New Mexico,5,41,50,,Jan 21,,,,,,,,SurveyUSA-2
  1.0,1,New Mexico,5,49,50,,Jan 01,,,,,,,,Election 2004-1
273.0,3,New York,31,58,36,,Sep 30,,,,,,,,Siena Coll.-3
267.5,2,New York,31,57,38,,Sep 24,,,,,,,,SurveyUSA-2
259.0,1,New York,31,55,42,,Sep 15,,,,,,,,Rasmussen-1
259.0,3,New York,31,55,38,,Sep 16,,,,,,,,ARG-3
253.0,3,New York,31,46,41,,Sep 10,,,,,,,,Siena Coll.-3
225.5,4,New York,31,47,39,,Aug 14,,,,,,,,Siena Coll.-4
217.0,1,New York,31,52,32,,Aug 04,,,,,,,,Rasmussen-1
215.0,5,New York,31,57,36,,Aug 04,,,,,,,,Quinnipiac U.-5
205.0,13,New York,31,44,26,,Jul 29,,,,,,,,Siena Coll.-13
190.5,4,New York,31,50,37,,Jul 10,,,,,,,,Siena Coll.-4
182.0,1,New York,31,60,29,,Jun 30,,,,,,,,Rasmussen-1
178.0,3,New York,31,57,37,,Jun 27,,,,,,,,SurveyUSA-3
162.0,3,New York,31,51,33,,Jun 11,,,,,,,,Siena Coll.-3
160.5,6,New York,31,51,32,,Jun 11,,,,,,,,NY Times-6
157.5,6,New York,31,50,36,,Jun 08,,,,,,,,Quinnipiac U.-6
149.0,1,New York,31,52,33,,May 28,,,,,,,,Rasmussen-1
138.0,3,New York,31,48,38,,May 18,,,,,,,,SurveyUSA-3
137.5,2,New York,31,48,38,,May 17,,,,,,,,SurveyUSA-2
134.0,3,New York,31,49,38,,May 14,,,,,,,,Siena Coll.-3
122.0,1,New York,31,52,35,,May 01,,,,,,,,Rasmussen-1
105.5,2,New York,31,47,39,,Apr 15,,,,,,,,Quinnipiac U.-2
105.5,4,New York,31,45,40,,Apr 16,,,,,,,,Siena Coll.-4
103.0,3,New York,31,52,43,,Apr 13,,,,,,,,SurveyUSA-3
 96.5,6,New York,31,46,48,,Apr 08,,,,,,,,Marist Coll.-6
 77.0,3,New York,31,49,38,,Mar 18,,,,,,,,Quinnipiac U.-3
 75.0,3,New York,31,52,44,,Mar 16,,,,,,,,SurveyUSA-3
 71.0,1,New York,31,51,38,,Mar 11,,,,,,,,Rasmussen-1
 58.0,3,New York,31,52,38,,Feb 28,,,,,,,,SurveyUSA-3
 47.0,3,New York,31,57,36,,Feb 17,,,,,,,,SurveyUSA-3
 43.5,4,New York,31,47,40,,Feb 14,,,,,,,,Siena Coll.-4
 20.5,2,New York,31,49,43,,Jan 21,,,,,,,,SurveyUSA-2
 15.5,4,New York,31,44,42,,Jan 17,,,,,,,,Siena Coll.-4
  1.0,1,New York,31,58,41,,Jan 01,,,,,,,,Election 2004-1
274.0,1,North Carolina,15,50,47,,Sep 30,,,,,,,,Rasmussen-1
272.0,3,North Carolina,15,46,49,,Sep 29,,,,,,,,ARG-3
267.0,1,North Carolina,15,49,47,,Sep 23,,,,,,,,Rasmussen-1
262.0,1,North Carolina,15,47,50,,Sep 18,,,,,,,,Rasmussen-1
260.5,4,North Carolina,15,35,41,,Sep 18,,,,,,,,Elon U.-4
259.0,3,North Carolina,15,47,48,,Sep 16,,,,,,,,Opinion Research-3
258.5,4,North Carolina,15,41,52,,Sep 16,,,,,,,,ARG-4
253.0,3,North Carolina,15,38,55,,Sep 10,,,,,,,,Research 2000-3
251.0,3,North Carolina,15,38,58,,Sep 08,,,,,,,,SurveyUSA-3
232.0,1,North Carolina,15,43,45,,Aug 19,,,,,,,,Insider Advantage-1
226.0,1,North Carolina,15,42,46,,Aug 13,,,,,,,,Rasmussen-1
223.0,3,North Carolina,15,45,49,,Aug 11,,,,,,,,SurveyUSA-3
197.0,1,North Carolina,15,42,45,,Jul 15,,,,,,,,Rasmussen-1
195.0,3,North Carolina,15,45,50,,Jul 14,,,,,,,,SurveyUSA-3
162.0,1,North Carolina,15,43,45,,Jun 10,,,,,,,,Rasmussen-1
139.0,3,North Carolina,15,43,51,,May 19,,,,,,,,SurveyUSA-3
129.0,1,North Carolina,15,45,48,,May 08,,,,,,,,Rasmussen-1
120.0,3,North Carolina,15,41,50,,Apr 30,,,,,,,,Research 2000-3
101.0,1,North Carolina,15,47,47,,Apr 10,,,,,,,,Rasmussen-1
100.5,2,North Carolina,15,39,48,,Apr 10,,,,,,,,Tel Opinion Research-2
 80.0,1,North Carolina,15,42,51,,Mar 20,,,,,,,,Rasmussen-1
 58.0,3,North Carolina,15,45,47,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,North Carolina,15,44,56,,Jan 01,,,,,,,,Election 2004-1
260.5,2,North Dakota,3,40,53,,Sep 17,,,,,,,,Research 2000-2
260.0,3,North Dakota,3,43,52,,Sep 17,,,,,,,,ARG-3
252.0,1,North Dakota,3,41,55,,Sep 08,,,,,,,,Rasmussen-1
238.0,5,North Dakota,3,43,40,,Aug 27,,,,,,,,DFM Research-5
204.0,3,North Dakota,3,42,45,,Jul 23,,,,,,,,Research 2000-3
190.0,1,North Dakota,3,43,43,,Jul 08,,,,,,,,Rasmussen-1
 89.0,11,North Dakota,3,38,44,,Apr 03,,,,,,,,Dakota Wesleyan U.-11
 58.0,3,North Dakota,3,46,42,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,North Dakota,3,36,63,,Jan 01,,,,,,,,Election 2004-1
279.0,1,Ohio,20,47,48,,Oct 05,,,,,,,,Rasmussen-1
278.0,3,Ohio,20,51,45,,Oct 05,,,,,,,,Washington Post-3
273.0,1,Ohio,20,47,45,,Sep 29,,,,,,,,Insider Advantage-1
272.5,2,Ohio,20,48,49,,Sep 29,,,,,,,,SurveyUSA-2
272.5,10,Ohio,20,49,42,,Oct 03,,,,,,,,Columbus Dispatch-10
272.0,1,Ohio,20,47,48,,Sep 28,,,,,,,,Rasmussen-1
272.0,3,Ohio,20,50,42,,Sep 29,,,,,,,,Quinnipiac U.-3
267.0,1,Ohio,20,46,47,,Sep 23,,,,,,,,Rasmussen-1
266.0,1,Ohio,20,46,46,,Sep 22,,,,,,,,Insider Advantage-1
265.0,1,Ohio,20,46,50,,Sep 21,,,,,,,,Rasmussen-1
259.5,4,Ohio,20,46,45,,Sep 17,,,,,,,,U. of Wisconsin-4
259.0,3,Ohio,20,49,47,,Sep 16,,,,,,,,Opinion Research-3
258.0,1,Ohio,20,45,48,,Sep 14,,,,,,,,Rasmussen-1
258.0,5,Ohio,20,42,48,,Sep 16,,,,,,,,U. of Cincinnati-5
257.0,3,Ohio,20,45,49,,Sep 14,,,,,,,,SurveyUSA-3
257.0,5,Ohio,20,41,42,,Sep 15,,,,,,,,FD-5
257.0,5,Ohio,20,47,45,,Sep 15,,,,,,,,Marist Coll.-5
255.5,4,Ohio,20,42,46,,Sep 13,,,,,,,,Suffolk U.-4
255.5,4,Ohio,20,44,50,,Sep 13,,,,,,,,ARG-4
253.5,2,Ohio,20,47,48,,Sep 10,,,,,,,,Insider Advantage-2
251.5,6,Ohio,20,44,48,,Sep 10,,,,,,,,U. of Cincinnati-6
251.0,1,Ohio,20,44,51,,Sep 07,,,,,,,,Rasmussen-1
251.0,5,Ohio,20,49,44,,Sep 09,,,,,,,,Quinnipiac U.-5
245.0,3,Ohio,20,47,45,,Sep 02,,,,,,,,Opinion Research-3
233.5,8,Ohio,20,44,43,,Aug 24,,,,,,,,Quinnipiac U.-8
231.0,1,Ohio,20,41,45,,Aug 18,,,,,,,,Rasmussen-1
229.5,10,Ohio,20,41,42,,Aug 21,,,,,,,,Columbus Dispatch-10
214.5,32,Ohio,20,40,40,,Aug 17,,,,,,,,U. of Akron-32
208.0,7,Ohio,20,46,44,,Jul 29,,,,,,,,Quinnipiac U.-7
203.0,1,Ohio,20,40,46,,Jul 21,,,,,,,,Rasmussen-1
173.0,3,Ohio,20,48,46,,Jun 22,,,,,,,,SurveyUSA-3
169.0,1,Ohio,20,43,44,,Jun 17,,,,,,,,Rasmussen-1
164.5,8,Ohio,20,48,42,,Jun 16,,,,,,,,Quinnipiac U.-8
138.0,3,Ohio,20,48,39,,May 18,,,,,,,,SurveyUSA-3
137.5,8,Ohio,20,40,44,,May 20,,,,,,,,Quinnipiac U.-8
135.0,1,Ohio,20,44,45,,May 14,,,,,,,,Rasmussen-1
117.0,7,Ohio,20,42,43,,Apr 29,,,,,,,,Quinnipiac U.-7
103.0,3,Ohio,20,45,47,,Apr 13,,,,,,,,SurveyUSA-3
 99.0,1,Ohio,20,40,47,,Apr 08,,,,,,,,Rasmussen-1
 87.5,8,Ohio,20,43,42,,Mar 31,,,,,,,,Quinnipiac U.-8
 75.0,3,Ohio,20,43,50,,Mar 16,,,,,,,,SurveyUSA-3
 73.0,1,Ohio,20,40,46,,Mar 13,,,,,,,,Rasmussen-1
 58.0,3,Ohio,20,50,40,,Feb 28,,,,,,,,SurveyUSA-3
 53.5,4,Ohio,20,48,47,,Feb 24,,,,,,,,U. of Cincinnati-4
 48.0,1,Ohio,20,41,42,,Feb 17,,,,,,,,Rasmussen-1
 47.0,3,Ohio,20,47,44,,Feb 17,,,,,,,,SurveyUSA-3
 40.0,7,Ohio,20,40,42,,Feb 12,,,,,,,,Quinnipiac U.-7
  5.0,3,Ohio,20,43,50,,Jan 06,,,,,,,,SurveyUSA-3
  1.0,1,Ohio,20,49,51,,Jan 01,,,,,,,,Election 2004-1
272.5,2,Oklahoma,7,34,64,,Sep 29,,,,,,,,SurveyUSA-2
260.5,2,Oklahoma,7,36,59,,Sep 17,,,,,,,,Research 2000-2
260.5,4,Oklahoma,7,34,61,,Sep 18,,,,,,,,ARG-4
255.0,1,Oklahoma,7,32,63,,Sep 11,,,,,,,,Rasmussen-1
250.0,3,Oklahoma,7,32,65,,Sep 07,,,,,,,,SurveyUSA-3
203.0,5,Oklahoma,7,24,56,,Jul 23,,,,,,,,Sooner Poll-5
162.0,3,Oklahoma,7,38,52,,Jun 11,,,,,,,,Research 2000-3
 58.0,3,Oklahoma,7,34,57,,Feb 28,,,,,,,,SurveyUSA-3
  1.0,1,Oklahoma,7,34,66,,Jan 01,,,,,,,,Election 2004-1
267.0,3,Oregon,7,53,39,,Sep 24,,,,,,,,Research 2000-3
266.5,2,Oregon,7,52,41,,Sep 23,,,,,,,,SurveyUSA-2
264.5,4,Oregon,7,52,41,,Sep 22,,,,,,,,ARG-4
259.0,1,Oregon,7,51,47,,Sep 15,,,,,,,,Rasmussen-1
256.5,4,Oregon,7,50,40,,Sep 14,,,,,,,,Davis Hibbitts Midghall-4
220.0,1,Oregon,7,47,37,,Aug 07,,,,,,,,Rasmussen-1
216.0,3,Oregon,7,48,45,,Aug 04,,,,,,,,SurveyUSA-3
198.0,1,Oregon,7,46,37,,Jul 16,,,,,,,,Rasmussen-1
170.0,3,Oregon,7,48,45,,Jun 19,,,,,,,,SurveyUSA-3
163.0,1,Oregon,7,46,38,,Jun 11,,,,,,,,Rasmussen-1
138.0,3,Oregon,7,49,39,,May 18,,,,,,,,SurveyUSA-3
128.0,1,Oregon,7,52,38,,May 07,,,,,,,,Rasmussen-1
103.0,3,Oregon,7,51,42,,Apr 13,,,,,,,,SurveyUSA-3
 86.0,1,Oregon,7,48,42,,Mar 26,,,,,,,,Rasmussen-1
