Gridx,Gridy,Lat,Long,elev,TimeIndx,Year,Month,ts,tsa_tovs,ps_tovs,o3_tovs,ca_low,ca_med,ca_high
21,19,-8.75,-63.75,130.62,20,1996,8,297.8,301,1000,262,12,15,13
21,20,-11.25,-63.75,347.5,20,1996,8,298.3,300.1,980,264,11,10.5,8.5
21,21,-13.75,-63.75,226,20,1996,8,298.3,300.5,995,268,13.5,9.5,4
21,22,-16.25,-63.75,268.38,20,1996,8,297.4,299.2,1000,270,14,12,6.5
21,23,-18.75,-63.75,1368.12,20,1996,8,291.2,293.2,815,268,10,18,5
21,24,-21.25,-63.75,1976.56,20,1996,8,298.3,299.6,965,278,21,20,6.5
22,1,36.25,-61.25,0,20,1996,8,299.2,299.2,1000,290,21,11.5,13
22,2,33.75,-61.25,0,20,1996,8,301.4,300.1,1000,288,25.5,11,11
22,3,31.25,-61.25,0,20,1996,8,301.4,300.5,1000,288,25.5,8.5,6.5
22,4,28.75,-61.25,0,20,1996,8,301.4,300.5,1000,284,22,9,7
22,5,26.25,-61.25,0,20,1996,8,300.5,300.1,1000,284,18,7,9.5
22,6,23.75,-61.25,0,20,1996,8,301,300.1,1000,284,20.5,7,12
22,7,21.25,-61.25,0,20,1996,8,300.5,300.5,1000,278,19,5,13.5
22,8,18.75,-61.25,0,20,1996,8,301,300.5,1000,278,24.5,10,8
22,9,16.25,-61.25,18.19,20,1996,8,301,301,1000,274,25.5,9.5,5
22,10,13.75,-61.25,56.19,20,1996,8,301,301,1000,276,21.5,8,9
22,11,11.25,-61.25,23,20,1996,8,301,301.4,1000,274,19,8,8.5
22,12,8.75,-61.25,98.75,20,1996,8,298.3,302.3,1000,266,15,18,15.5
22,13,6.25,-61.25,849.38,20,1996,8,294.1,298.7,975,266,11,22,25
22,14,3.75,-61.25,378.69,20,1996,8,296.9,298.3,970,260,15.5,21.5,21
22,15,1.25,-61.25,152.88,20,1996,8,296.9,299.6,1000,262,14.5,22.5,26.5
22,16,-1.25,-61.25,66.88,20,1996,8,296.5,301.4,1000,260,14,24.5,22.5
22,17,-3.75,-61.25,31.88,20,1996,8,298.3,301.9,1000,260,16,21,17.5
22,18,-6.25,-61.25,39.94,20,1996,8,297.8,301,1000,260,13.5,20,17
22,19,-8.75,-61.25,218.12,20,1996,8,297.8,301,1000,264,12.5,13.5,12.5
22,20,-11.25,-61.25,309.19,20,1996,8,296.9,299.6,980,268,8.5,8,9
22,21,-13.75,-61.25,348.38,20,1996,8,297.4,298.3,960,268,13,11,5.5
22,22,-16.25,-61.25,311.44,20,1996,8,297.8,300.5,1000,268,14,9.5,5
22,23,-18.75,-61.25,322.19,20,1996,8,299.2,302.3,995,270,21.5,14,3.5
22,24,-21.25,-61.25,288.88,20,1996,8,301.4,301.9,990,274,27.5,17,4.5
23,1,36.25,-58.75,0,20,1996,8,299.6,299.6,1000,290,23,9.5,5.5
23,2,33.75,-58.75,0,20,1996,8,300.5,300.1,1000,290,23,8.5,5.5
23,3,31.25,-58.75,0,20,1996,8,301.4,300.5,1000,288,25.5,8.5,6.5
23,4,28.75,-58.75,0,20,1996,8,300.5,300.5,1000,284,22.5,7.5,5.5
23,5,26.25,-58.75,0,20,1996,8,300.5,300.1,1000,284,18,7,9.5
23,6,23.75,-58.75,0,20,1996,8,300.5,300.1,1000,282,19,6.5,10.5
23,7,21.25,-58.75,0,20,1996,8,300.1,299.6,1000,278,17,6,14.5
23,8,18.75,-58.75,0,20,1996,8,300.1,300.5,1000,276,22.5,9,12
23,9,16.25,-58.75,0,20,1996,8,300.5,300.5,1000,276,25.5,9.5,6
23,10,13.75,-58.75,2.44,20,1996,8,301.4,300.5,1000,274,24,8,7.5
23,11,11.25,-58.75,0.56,20,1996,8,301,301.4,1000,274,19,8,8.5
23,12,8.75,-58.75,9.75,20,1996,8,299.2,301.9,1000,270,17,13,12
23,13,6.25,-58.75,121.69,20,1996,8,295.5,300.1,995,266,14,19,18.5
23,14,3.75,-58.75,325.81,20,1996,8,297.4,300.1,995,262,15.5,19,15
23,15,1.25,-58.75,263.75,20,1996,8,296.9,299.6,1000,264,15,18,14.5
23,16,-1.25,-58.75,131.75,20,1996,8,297.8,301.4,1000,260,16,20.5,16.5
23,17,-3.75,-58.75,42.12,20,1996,8,298.7,301.4,1000,262,15,18,18.5
23,18,-6.25,-58.75,54.38,20,1996,8,297.4,301,1000,264,14,18.5,16.5
23,19,-8.75,-58.75,200.69,20,1996,8,297.4,301,1000,264,11.5,13.5,14
23,20,-11.25,-58.75,326.56,20,1996,8,296.9,299.6,980,268,8.5,8,9
23,21,-13.75,-58.75,491.88,20,1996,8,299.2,300.5,965,268,15.5,11.5,7
23,22,-16.25,-58.75,334.69,20,1996,8,300.1,302.3,990,270,14.5,10,4.5
23,23,-18.75,-58.75,189.75,20,1996,8,300.1,301.4,990,272,27,9.5,2
23,24,-21.25,-58.75,144.12,20,1996,8,299.6,301,985,274,27,13.5,4
24,1,36.25,-56.25,0,20,1996,8,299.6,299.6,1000,290,23,9.5,5.5
24,2,33.75,-56.25,0,20,1996,8,301,300.1,1000,288,21.5,4.5,5
24,3,31.25,-56.25,0,20,1996,8,301,300.1,1000,286,20.5,4,3.5
24,4,28.75,-56.25,0,20,1996,8,300.1,300.1,1000,284,21,4.5,2
24,5,26.25,-56.25,0,20,1996,8,300.1,300.1,1000,284,19.5,6,6
24,6,23.75,-56.25,0,20,1996,8,299.6,299.6,1000,282,20,6.5,6.5
24,7,21.25,-56.25,0,20,1996,8,299.2,299.6,1000,280,19.5,5.5,13.5
24,8,18.75,-56.25,0,20,1996,8,301,300.1,1000,278,21.5,7,14.5
24,9,16.25,-56.25,0,20,1996,8,300.1,300.5,1000,276,24,9,10.5
24,10,13.75,-56.25,0,20,1996,8,301,300.5,1000,274,24.5,9,8.5
24,11,11.25,-56.25,0,20,1996,8,301,301,1000,272,22,9,7
24,12,8.75,-56.25,0,20,1996,8,301.9,301.9,1000,270,23,13.5,9
24,13,6.25,-56.25,70.19,20,1996,8,299.6,301.9,1000,264,16.5,13.5,10.5
24,14,3.75,-56.25,396.25,20,1996,8,296.5,299.2,980,264,12.5,18,12.5
24,15,1.25,-56.25,266.62,20,1996,8,296.5,299.2,990,264,12.5,17,8.5
24,16,-1.25,-56.25,88.44,20,1996,8,298.3,301.9,1000,262,15,16.5,9.5
24,17,-3.75,-56.25,103.75,20,1996,8,298.3,301,1000,264,15,16.5,14
24,18,-6.25,-56.25,169.25,20,1996,8,296.9,300.1,1000,264,15,17.5,14.5
24,19,-8.75,-56.25,393.75,20,1996,8,297.4,300.1,980,268,12,14,14
24,20,-11.25,-56.25,442,20,1996,8,297.4,299.2,975,268,8.5,9,10.5
24,21,-13.75,-56.25,385.69,20,1996,8,300.1,300.1,955,270,14,12.5,7.5
24,22,-16.25,-56.25,178.38,20,1996,8,300.5,301.9,985,272,15,15,5.5
24,23,-18.75,-56.25,182.38,20,1996,8,299.6,301.4,990,272,20,11,2
24,24,-21.25,-56.25,315.88,20,1996,8,297.8,300.1,975,278,19,16,3
1,1,36.25,-113.75,1526.25,21,1996,9,299.2,294.6,860,284,20.5,13.5,6
1,2,33.75,-113.75,612.94,21,1996,9,304,299.2,930,280,19,10,6.5
1,3,31.25,-113.75,328.62,21,1996,9,305.3,301,955,278,15,5,2.5
1,4,28.75,-113.75,367.81,21,1996,9,304.9,306.2,985,270,17,3,1
1,5,26.25,-113.75,58.5,21,1996,9,301,304.5,995,266,22.5,5,1.5
1,6,23.75,-113.75,0,21,1996,9,297.8,300.1,1000,268,38,6.5,3.5
1,7,21.25,-113.75,0,21,1996,9,298.3,300.1,1000,266,39.5,8,3.5
1,8,18.75,-113.75,0,21,1996,9,299.6,301,1000,266,29.5,12,13
1,9,16.25,-113.75,0,21,1996,9,301,301.9,1000,268,27.5,15.5,16.5
1,10,13.75,-113.75,0,21,1996,9,301.4,301.9,1000,264,25.5,18.5,26
1,11,11.25,-113.75,0,21,1996,9,299.2,301,1000,264,24.5,21,29.5
1,12,8.75,-113.75,0,21,1996,9,299.6,300.1,1000,262,29.5,27,25
1,13,6.25,-113.75,0,21,1996,9,299.2,298.7,1000,262,45,24,6.5
1,14,3.75,-113.75,0,21,1996,9,297.4,297.4,1000,262,54,8,1
1,15,1.25,-113.75,0,21,1996,9,296,295.5,1000,262,49,2,0
1,16,-1.25,-113.75,0,21,1996,9,295,295.5,1000,262,35.5,0.5,0
1,17,-3.75,-113.75,0,21,1996,9,295.5,296.5,1000,262,33.5,0,0
1,18,-6.25,-113.75,0,21,1996,9,296.5,296.5,1000,262,31,0,0
1,19,-8.75,-113.75,0,21,1996,9,296.5,296.9,1000,264,36.5,0.5,0
1,20,-11.25,-113.75,0,21,1996,9,296.5,296.5,1000,264,38.5,0.5,0
1,21,-13.75,-113.75,0,21,1996,9,296.5,296.5,1000,262,40.5,1,0
1,22,-16.25,-113.75,0,21,1996,9,295.5,295.5,1000,270,44,1.5,0
1,23,-18.75,-113.75,0,21,1996,9,294.6,295.5,1000,274,46.5,1,0
1,24,-21.25,-113.75,0,21,1996,9,294.1,294.1,1000,278,41.5,4,1
2,1,36.25,-111.25,1759.56,21,1996,9,295,293.2,835,292,14.5,19.5,13
2,2,33.75,-111.25,1079.12,21,1996,9,304,299.2,930,280,19,10,6.5
2,3,31.25,-111.25,1228.88,21,1996,9,305.3,301,955,278,15,5,2.5
2,4,28.75,-111.25,349.69,21,1996,9,301.9,303.2,960,270,12.5,7.5,7.5
2,5,26.25,-111.25,122.88,21,1996,9,304,304.9,1000,268,11,5.5,7
2,6,23.75,-111.25,70,21,1996,9,301.9,303.6,1000,266,13,7.5,8.5
2,7,21.25,-111.25,0,21,1996,9,299.2,301.4,1000,268,29.5,10,9.5
2,8,18.75,-111.25,0,21,1996,9,299.6,301,1000,266,29.5,12,13
2,9,16.25,-111.25,0,21,1996,9,301.9,301.9,1000,266,24.5,15,21.5
2,10,13.75,-111.25,0,21,1996,9,301.4,301.9,1000,264,24,17.5,31.5
2,11,11.25,-111.25,0,21,1996,9,301,301.4,1000,262,24,21.5,34.5
2,12,8.75,-111.25,0,21,1996,9,299.6,299.6,1000,260,28.5,27.5,27
2,13,6.25,-111.25,0,21,1996,9,299.2,297.8,1000,264,46,23,5
2,14,3.75,-111.25,0,21,1996,9,296.9,297.4,1000,264,54.5,6.5,0.5
2,15,1.25,-111.25,0,21,1996,9,295,295.5,1000,262,45.5,2,0
2,16,-1.25,-111.25,0,21,1996,9,294.6,295.5,1000,262,35.5,0,0
2,17,-3.75,-111.25,0,21,1996,9,295,296,1000,262,33,0,0
2,18,-6.25,-111.25,0,21,1996,9,296,296.5,1000,262,34,0,0
2,19,-8.75,-111.25,0,21,1996,9,296,296.5,1000,264,44,0,0
2,20,-11.25,-111.25,0,21,1996,9,296.5,296.5,1000,264,45,0.5,0
2,21,-13.75,-111.25,0,21,1996,9,296,296,1000,266,47,1.5,0
2,22,-16.25,-111.25,0,21,1996,9,295,295,1000,268,48,1.5,0
2,23,-18.75,-111.25,0,21,1996,9,294.6,295.5,1000,274,46.5,1,0
2,24,-21.25,-111.25,0,21,1996,9,294.1,294.6,1000,278,37.5,2.5,0.5
3,1,36.25,-108.75,1948.38,21,1996,9,295,293.2,835,292,14.5,19.5,13
3,2,33.75,-108.75,1979.31,21,1996,9,295,291.7,830,278,15.5,17,12.5
3,3,31.25,-108.75,1483.69,21,1996,9,297.4,296,850,276,14.5,12,9.5
3,4,28.75,-108.75,1145.25,21,1996,9,301.9,303.2,960,270,12.5,7.5,7.5
3,5,26.25,-108.75,278.12,21,1996,9,294.1,296.9,855,270,6.5,14,17
3,6,23.75,-108.75,56.06,21,1996,9,303.2,304.5,1000,264,11,12,12
3,7,21.25,-108.75,0,21,1996,9,301.9,302.8,1000,266,24.5,12.5,11.5
3,8,18.75,-108.75,0,21,1996,9,301,302.3,1000,266,22,11.5,18.5
3,9,16.25,-108.75,0,21,1996,9,302.8,302.3,1000,266,27,17.5,23
3,10,13.75,-108.75,0,21,1996,9,302.3,302.3,1000,264,26,19.5,30
3,11,11.25,-108.75,0,21,1996,9,301,301.4,1000,264,25.5,22.5,33
3,12,8.75,-108.75,0,21,1996,9,298.3,300.1,1000,262,32,27.5,22.5
3,13,6.25,-108.75,0,21,1996,9,298.3,298.3,1000,262,52.5,19,3.5
3,14,3.75,-108.75,0,21,1996,9,296.5,296.9,1000,262,57.5,6.5,1
3,15,1.25,-108.75,0,21,1996,9,295,295.5,1000,264,52,2,0
3,16,-1.25,-108.75,0,21,1996,9,293.6,295,1000,262,39,0,0
3,17,-3.75,-108.75,0,21,1996,9,294.6,295,1000,262,36.5,0,0
3,18,-6.25,-108.75,0,21,1996,9,295.5,296,1000,264,40.5,0,0
3,19,-8.75,-108.75,0,21,1996,9,296,295.5,1000,262,49.5,0,0
3,20,-11.25,-108.75,0,21,1996,9,296,296,1000,264,47,0,0
3,21,-13.75,-108.75,0,21,1996,9,295.5,296,1000,266,49.5,1,0
3,22,-16.25,-108.75,0,21,1996,9,294.1,295,1000,270,51,1,0
3,23,-18.75,-108.75,0,21,1996,9,294.1,295,1000,274,46.5,1,0
3,24,-21.25,-108.75,0,21,1996,9,293.6,294.1,1000,278,41,2.5,0
4,1,36.25,-106.25,2241.31,21,1996,9,290.7,288.8,800,278,10.5,19.5,15
4,2,33.75,-106.25,1780.56,21,1996,9,294.1,293.2,830,280,10.5,18.5,12.5
4,3,31.25,-106.25,1326.06,21,1996,9,297.8,297.8,870,278,12,17,9.5
4,4,28.75,-106.25,1698.56,21,1996,9,292.2,296,830,272,5,17.5,15
4,5,26.25,-106.25,2151.25,21,1996,9,294.1,296.9,855,270,6.5,14,17
4,6,23.75,-106.25,856.06,21,1996,9,292.2,291.7,805,268,6,24,24
4,7,21.25,-106.25,207.81,21,1996,9,302.8,304,1000,266,16.5,17,22
4,8,18.75,-106.25,1.69,21,1996,9,302.3,302.3,1000,266,28,15,18.5
4,9,16.25,-106.25,0,21,1996,9,302.8,302.8,1000,266,25.5,16,22
4,10,13.75,-106.25,0,21,1996,9,302.3,302.3,1000,264,25,19,26.5
4,11,11.25,-106.25,0,21,1996,9,300.5,301.9,1000,262,23,21,33
4,12,8.75,-106.25,0,21,1996,9,297.8,299.2,1000,262,27,29,26.5
4,13,6.25,-106.25,0,21,1996,9,297.4,298.7,1000,262,50,18.5,3.5
4,14,3.75,-106.25,0,21,1996,9,296.5,296.9,1000,262,57.5,7,1
4,15,1.25,-106.25,0,21,1996,9,294.1,295.5,1000,264,51,1.5,0
4,16,-1.25,-106.25,0,21,1996,9,293.2,295,1000,264,39.5,0.5,0
4,17,-3.75,-106.25,0,21,1996,9,294.1,295.5,1000,264,44,0,0
4,18,-6.25,-106.25,0,21,1996,9,295,296.5,1000,262,45.5,0,0
4,19,-8.75,-106.25,0,21,1996,9,295,295.5,1000,264,51.5,0,0
4,20,-11.25,-106.25,0,21,1996,9,295,295,1000,264,51,0.5,0
4,21,-13.75,-106.25,0,21,1996,9,295,295,1000,268,51,1.5,0
4,22,-16.25,-106.25,0,21,1996,9,294.1,294.6,1000,270,52,2,0
4,23,-18.75,-106.25,0,21,1996,9,293.6,294.1,1000,274,49.5,1.5,0
4,24,-21.25,-106.25,0,21,1996,9,293.2,293.6,1000,280,47,4,0.5
5,1,36.25,-103.75,1692.75,21,1996,9,290.7,291.2,810,282,10.5,18.5,15
5,2,33.75,-103.75,1370.25,21,1996,9,294.6,298.3,880,284,12,17,10
5,3,31.25,-103.75,1117.5,21,1996,9,298.3,298.7,890,278,13,16.5,10.5
5,4,28.75,-103.75,1345.75,21,1996,9,298.7,299.2,895,274,9.5,15.5,12.5
5,5,26.25,-103.75,1364.94,21,1996,9,295,298.3,855,272,6.5,19.5,17.5
5,6,23.75,-103.75,2120.69,21,1996,9,292.2,291.7,805,268,6,24,24
5,7,21.25,-103.75,1609.81,21,1996,9,291.7,296.5,835,268,5,23.5,32
5,8,18.75,-103.75,716.06,21,1996,9,301,303.2,990,266,15,20.5,24.5
5,9,16.25,-103.75,0,21,1996,9,302.8,303.2,995,268,24.5,15,22.5
5,10,13.75,-103.75,0,21,1996,9,302.8,302.8,1000,266,24,18.5,27
5,11,11.25,-103.75,0,21,1996,9,301.4,301.4,1000,266,21.5,21,37.5
5,12,8.75,-103.75,0,21,1996,9,298.3,299.2,1000,262,22.5,25.5,36
5,13,6.25,-103.75,0,21,1996,9,296.5,298.3,1000,262,43.5,21.5,5.5
5,14,3.75,-103.75,0,21,1996,9,296.5,296.9,1000,262,61.5,8.5,0.5
5,15,1.25,-103.75,0,21,1996,9,294.1,295.5,1000,262,50.5,2.5,0
5,16,-1.25,-103.75,0,21,1996,9,293.2,294.6,1000,262,37,0,0
5,17,-3.75,-103.75,0,21,1996,9,293.6,295,1000,264,46,0,0
5,18,-6.25,-103.75,0,21,1996,9,294.6,295.5,1000,264,52.5,0,0
5,19,-8.75,-103.75,0,21,1996,9,294.6,295,1000,264,55,0,0
5,20,-11.25,-103.75,0,21,1996,9,294.6,295,1000,266,55.5,0,0
5,21,-13.75,-103.75,0,21,1996,9,294.6,295,1000,266,53,0.5,0
5,22,-16.25,-103.75,0,21,1996,9,293.6,294.1,1000,272,52.5,2.5,0
5,23,-18.75,-103.75,0,21,1996,9,293.2,293.6,1000,276,50,3.5,0
5,24,-21.25,-103.75,0,21,1996,9,292.7,293.2,1000,280,51.5,7.5,0.5
6,1,36.25,-101.25,865.19,21,1996,9,294.6,296.5,920,288,16.5,18,14.5
6,2,33.75,-101.25,879.81,21,1996,9,297.4,297.4,940,284,20.5,14.5,10.5
6,3,31.25,-101.25,685,21,1996,9,299.2,298.7,935,276,17,14,10.5
6,4,28.75,-101.25,675.44,21,1996,9,301.9,301.4,945,270,16,12,8.5
6,5,26.25,-101.25,1419.69,21,1996,9,302.3,298.7,900,270,13.5,17,7.5
6,6,23.75,-101.25,1992.06,21,1996,9,293.6,293.2,805,270,9,24.5,21.5
6,7,21.25,-101.25,2072,21,1996,9,290.2,294.1,810,270,6,22,28.5
6,8,18.75,-101.25,1031.75,21,1996,9,295.5,299.2,920,268,8.5,25,29
6,9,16.25,-101.25,0.38,21,1996,9,302.3,303.2,995,268,18,17.5,25.5
6,10,13.75,-101.25,0,21,1996,9,302.3,302.3,1000,264,27,18,23.5
6,11,11.25,-101.25,0,21,1996,9,302.3,301.9,1000,264,22,22,35
6,12,8.75,-101.25,0,21,1996,9,298.3,300.1,1000,264,25.5,24,33.5
6,13,6.25,-101.25,0,21,1996,9,297.4,298.7,1000,262,43.5,24,10
6,14,3.75,-101.25,0,21,1996,9,296.9,296.5,1000,262,61.5,10.5,1
6,15,1.25,-101.25,0,21,1996,9,294.1,295.5,1000,264,46.5,3.5,0
6,16,-1.25,-101.25,0,21,1996,9,292.7,293.6,1000,262,34.5,1,0
6,17,-3.75,-101.25,0,21,1996,9,293.6,294.6,1000,262,42.5,0.5,0
6,18,-6.25,-101.25,0,21,1996,9,294.1,295.5,1000,264,53.5,0,0
6,19,-8.75,-101.25,0,21,1996,9,294.6,294.1,1000,262,54,0.5,0
6,20,-11.25,-101.25,0,21,1996,9,294.1,295,1000,266,56,0,0
6,21,-13.75,-101.25,0,21,1996,9,294.1,295,1000,268,56.5,1,0
6,22,-16.25,-101.25,0,21,1996,9,293.2,293.2,1000,272,55,4,0
6,23,-18.75,-101.25,0,21,1996,9,292.7,292.7,1000,276,49,4,0
6,24,-21.25,-101.25,0,21,1996,9,292.2,292.7,1000,282,49,9,0.5
7,1,36.25,-98.75,472.5,21,1996,9,296.9,297.4,970,288,20.5,15.5,15.5
7,2,33.75,-98.75,404.25,21,1996,9,298.7,301,995,280,21,12.5,13
7,3,31.25,-98.75,437.31,21,1996,9,299.6,300.5,975,276,20,12,9.5
7,4,28.75,-98.75,439.12,21,1996,9,302.8,304,995,270,21,11,9
7,5,26.25,-98.75,181.19,21,1996,9,304,304.5,990,268,17.5,14,11
7,6,23.75,-98.75,898.88,21,1996,9,295.5,297.8,865,270,11.5,21,19
7,7,21.25,-98.75,940.19,21,1996,9,297.8,303.2,990,268,10,20,22.5
7,8,18.75,-98.75,2333.56,21,1996,9,290.7,295,840,270,7,26.5,29
7,9,16.25,-98.75,633,21,1996,9,297.8,301.4,970,268,10.5,23.5,27
7,10,13.75,-98.75,0.19,21,1996,9,302.8,302.3,1000,266,25,18,27
7,11,11.25,-98.75,0,21,1996,9,302.8,301.9,1000,266,22,21,37
7,12,8.75,-98.75,0,21,1996,9,300.1,300.1,1000,264,23.5,23.5,35.5
7,13,6.25,-98.75,0,21,1996,9,296.5,298.3,1000,264,43,22,11.5
7,14,3.75,-98.75,0,21,1996,9,296.5,296.5,1000,264,62,10,1.5
7,15,1.25,-98.75,0,21,1996,9,294.6,295,1000,264,51.5,4,0.5
7,16,-1.25,-98.75,0,21,1996,9,292.2,293.6,1000,262,26,0.5,0
7,17,-3.75,-98.75,0,21,1996,9,292.7,294.1,1000,262,35.5,0.5,0
7,18,-6.25,-98.75,0,21,1996,9,293.6,295,1000,264,48,0.5,0
7,19,-8.75,-98.75,0,21,1996,9,293.2,294.6,1000,262,53.5,0,0
7,20,-11.25,-98.75,0,21,1996,9,293.2,294.6,1000,264,54,0.5,0
7,21,-13.75,-98.75,0,21,1996,9,293.6,294.1,1000,268,54.5,1,0
7,22,-16.25,-98.75,0,21,1996,9,292.2,293.2,1000,274,53,5.5,0
7,23,-18.75,-98.75,0,21,1996,9,292.2,292.7,1000,276,55,4,0
7,24,-21.25,-98.75,0,21,1996,9,291.7,292.2,1000,280,51.5,10.5,1
8,1,36.25,-96.25,231.69,21,1996,9,296.9,297.4,970,288,20.5,15.5,15.5
8,2,33.75,-96.25,174.94,21,1996,9,298.7,301,995,280,21,12.5,13
8,3,31.25,-96.25,80.31,21,1996,9,299.2,300.5,995,278,18.5,9.5,12.5
8,4,28.75,-96.25,17.12,21,1996,9,301.4,302.3,1000,272,19.5,13,12.5
8,5,26.25,-96.25,0,21,1996,9,304,303.6,1000,266,19.5,14,16
8,6,23.75,-96.25,0,21,1996,9,302.8,304,1000,268,16,13,15.5
8,7,21.25,-96.25,17.25,21,1996,9,301.9,303.2,1000,270,18.5,10,11
8,8,18.75,-96.25,1100.88,21,1996,9,296.5,301.4,960,268,11,25,21
8,9,16.25,-96.25,370.5,21,1996,9,297.4,302.3,965,268,10.5,22.5,28
8,10,13.75,-96.25,0,21,1996,9,302.8,302.8,1000,268,23,18,30
8,11,11.25,-96.25,0,21,1996,9,301.9,302.3,1000,266,21,23,34.5
8,12,8.75,-96.25,0,21,1996,9,300.1,300.5,1000,266,23.5,21.5,31
8,13,6.25,-96.25,0,21,1996,9,296.9,298.3,1000,264,42,20.5,13
8,14,3.75,-96.25,0,21,1996,9,296.5,296,1000,264,61,12.5,2
8,15,1.25,-96.25,0,21,1996,9,294.1,294.1,1000,264,57.5,4,0
8,16,-1.25,-96.25,0,21,1996,9,291.7,293.6,1000,264,17,1,0
8,17,-3.75,-96.25,0,21,1996,9,292.2,293.6,1000,264,32.5,0.5,0
8,18,-6.25,-96.25,0,21,1996,9,293.2,294.6,1000,264,48.5,0,0
8,19,-8.75,-96.25,0,21,1996,9,293.2,294.1,1000,264,54.5,0,0
8,20,-11.25,-96.25,0,21,1996,9,292.7,294.1,1000,266,55,1,0
8,21,-13.75,-96.25,0,21,1996,9,292.7,293.2,1000,268,56,1.5,0
8,22,-16.25,-96.25,0,21,1996,9,291.2,292.7,1000,272,56.5,6.5,0
8,23,-18.75,-96.25,0,21,1996,9,291.7,292.2,1000,276,53,9.5,0
8,24,-21.25,-96.25,0,21,1996,9,291.2,291.7,1000,282,54.5,13.5,0
9,1,36.25,-93.75,334.38,21,1996,9,296.5,298.3,995,286,20,14.5,14
9,2,33.75,-93.75,179.62,21,1996,9,296.5,298.7,1000,284,19.5,11.5,12
9,3,31.25,-93.75,65.25,21,1996,9,299.2,300.5,995,278,18.5,9.5,12.5
9,4,28.75,-93.75,2.25,21,1996,9,303.6,302.3,1000,270,24,14.5,16.5
9,5,26.25,-93.75,0,21,1996,9,303.6,302.8,1000,268,19.5,13.5,16
9,6,23.75,-93.75,0,21,1996,9,302.3,303.2,1000,268,15.5,8.5,11
9,7,21.25,-93.75,0,21,1996,9,302.8,302.8,1000,268,13.5,3,4
9,8,18.75,-93.75,94.19,21,1996,9,301.9,304,1000,268,16.5,13,18
9,9,16.25,-93.75,574.5,21,1996,9,294.6,300.1,950,264,8,21.5,34
9,10,13.75,-93.75,0,21,1996,9,302.8,302.8,1000,266,21,18.5,32
9,11,11.25,-93.75,0,21,1996,9,302.3,302.3,1000,264,22,21.5,29
9,12,8.75,-93.75,0,21,1996,9,300.5,300.5,1000,266,24,22,26
9,13,6.25,-93.75,0,21,1996,9,296.9,298.3,1000,262,40,18.5,15
9,14,3.75,-93.75,0,21,1996,9,296,296,1000,264,57.5,11,2.5
9,15,1.25,-93.75,0,21,1996,9,293.2,293.6,1000,264,43.5,5.5,0.5
9,16,-1.25,-93.75,0,21,1996,9,291.2,292.7,1000,264,12,1.5,0
9,17,-3.75,-93.75,0,21,1996,9,291.7,293.2,1000,264,29,0.5,0
9,18,-6.25,-93.75,0,21,1996,9,292.7,294.1,1000,266,57,0,0
9,19,-8.75,-93.75,0,21,1996,9,291.7,293.6,1000,266,61.5,0,0
9,20,-11.25,-93.75,0,21,1996,9,291.7,294.1,1000,266,59,2,0
9,21,-13.75,-93.75,0,21,1996,9,291.2,293.2,1000,268,57,3.5,0.5
9,22,-16.25,-93.75,0,21,1996,9,290.7,292.7,1000,272,59,9.5,0
9,23,-18.75,-93.75,0,21,1996,9,290.7,292.7,1000,274,54,15.5,0
9,24,-21.25,-93.75,0,21,1996,9,290.2,291.2,1000,284,51,20,0
10,1,36.25,-91.25,82.44,21,1996,9,294.6,297.4,1000,288,17,14,13.5
10,2,33.75,-91.25,38.69,21,1996,9,296,298.7,1000,280,16.5,11,12
10,3,31.25,-91.25,34.88,21,1996,9,297.4,300.5,1000,278,15.5,10.5,16
10,4,28.75,-91.25,0,21,1996,9,302.8,302.3,1000,272,21.5,15.5,15
10,5,26.25,-91.25,0,21,1996,9,303.6,302.8,1000,266,20,11.5,11.5
10,6,23.75,-91.25,0,21,1996,9,303.2,302.8,1000,268,16,5,5.5
10,7,21.25,-91.25,10.19,21,1996,9,301.4,304,1000,270,8.5,4,5
10,8,18.75,-91.25,25.56,21,1996,9,301.9,304,1000,270,12.5,10.5,15.5
10,9,16.25,-91.25,1330.5,21,1996,9,297.8,303.6,990,266,9.5,20,22
10,10,13.75,-91.25,234.88,21,1996,9,298.7,302.3,975,266,13,22.5,31.5
10,11,11.25,-91.25,0,21,1996,9,301,301.9,1000,266,25,21.5,21.5
10,12,8.75,-91.25,0,21,1996,9,300.5,301,1000,266,26,20.5,25.5
10,13,6.25,-91.25,0,21,1996,9,297.4,298.7,1000,262,40.5,21.5,14.5
10,14,3.75,-91.25,0,21,1996,9,296,296.5,1000,264,54,10.5,2.5
10,15,1.25,-91.25,26.69,21,1996,9,293.6,295,1000,264,36.5,5,1
10,16,-1.25,-91.25,144.06,21,1996,9,291.2,295,1000,264,13.5,2,0
10,17,-3.75,-91.25,0,21,1996,9,291.2,293.2,1000,266,29.5,0,0
10,18,-6.25,-91.25,0,21,1996,9,292.2,293.2,1000,264,61.5,0,0
10,19,-8.75,-91.25,0,21,1996,9,291.2,293.6,1000,266,73,1.5,0
10,20,-11.25,-91.25,0,21,1996,9,290.7,293.6,1000,266,61.5,5.5,0
10,21,-13.75,-91.25,0,21,1996,9,291.2,292.7,1000,266,61.5,6.5,0.5
10,22,-16.25,-91.25,0,21,1996,9,290.2,292.2,1000,272,60,16,0.5
